"gene_id","SYMBOL","GENENAME","GeneType"
"3742","KCNA6","potassium voltage-gated channel subfamily A member 6","protein-coding"
"3736","KCNA1","potassium voltage-gated channel subfamily A member 1","protein-coding"
"100507560","LOC100507560","uncharacterized LOC100507560","ncRNA"
"3741","KCNA5","potassium voltage-gated channel subfamily A member 5","protein-coding"
"105369617","LOC105369617","uncharacterized LOC105369617","ncRNA"
"105369616","LOC105369616","uncharacterized LOC105369616","ncRNA"
"101929584","LINC02443","long intergenic non-protein coding RNA 2443","ncRNA"
"105369618","LOC105369618","uncharacterized LOC105369618","ncRNA"
"4908","NTF3","neurotrophin 3","protein-coding"
"57101","ANO2","anoctamin 2","protein-coding"
"105369621","LOC105369621","uncharacterized LOC105369621","ncRNA"
"7450","VWF","von Willebrand factor","protein-coding"
"109729112","SNORA120","small nucleolar RNA, H/ACA box 120","snoRNA"
"105369623","LOC105369623","uncharacterized LOC105369623","ncRNA"
"105369622","LOC105369622","uncharacterized LOC105369622","ncRNA"
"928","CD9","CD9 molecule","protein-coding"
"105369625","LOC105369625","uncharacterized LOC105369625","ncRNA"
"105369624","LOC105369624","",""
"55200","PLEKHG6","pleckstrin homology and RhoGEF domain containing G6","protein-coding"
"7132","TNFRSF1A","TNF receptor superfamily member 1A","protein-coding"
"112268088","LOC112268088","uncharacterized LOC112268088","ncRNA"
"6337","SCNN1A","sodium channel epithelial 1 subunit alpha","protein-coding"
"107984500","LOC107984500","uncharacterized LOC107984500","ncRNA"
"105369626","LOC105369626","uncharacterized LOC105369626","ncRNA"
"4055","LTBR","lymphotoxin beta receptor","protein-coding"
"678655","CD27-AS1","CD27 antisense RNA 1","ncRNA"
"939","CD27","CD27 molecule","protein-coding"
"55080","TAPBPL","TAP binding protein like","protein-coding"
"6843","VAMP1","vesicle associated membrane protein 1","protein-coding"
"51258","MRPL51","mitochondrial ribosomal protein L51","protein-coding"
"9918","NCAPD2","non-SMC condensin I complex subunit D2","protein-coding"
"692148","SCARNA10","small Cajal body-specific RNA 10","ncRNA"
"112268089","GAPDH-DT","GAPDH divergent transcript","ncRNA"
"2597","GAPDH","glyceraldehyde-3-phosphate dehydrogenase","protein-coding"
"25900","IFFO1","intermediate filament family orphan 1","protein-coding"
"4839","NOP2","NOP2 nucleolar protein","protein-coding"
"1108","CHD4","chromodomain helicase DNA binding protein 4","protein-coding"
"677780","SCARNA11","small Cajal body-specific RNA 11","ncRNA"
"105369631","LOC105369631","uncharacterized LOC105369631","ncRNA"
"57121","LPAR5","lysophosphatidic acid receptor 5","protein-coding"
"84519","ACRBP","acrosin binding protein","protein-coding"
"51147","ING4","inhibitor of growth family member 4","protein-coding"
"171017","ZNF384","zinc finger protein 384","protein-coding"
"196500","PIANP","PILR alpha associated neural protein","protein-coding"
"50813","COPS7A","COP9 signalosome subunit 7A","protein-coding"
"8079","MLF2","myeloid leukemia factor 2","protein-coding"
"5763","PTMS","parathymosin","protein-coding"
"3902","LAG3","lymphocyte activating 3","protein-coding"
"920","CD4","CD4 molecule","protein-coding"
"27239","GPR162","G protein-coupled receptor 162","protein-coding"
"10536","P3H3","prolyl 3-hydroxylase 3","protein-coding"
"2784","GNB3","G protein subunit beta 3","protein-coding"
"83461","CDCA3","cell division cycle associated 3","protein-coding"
"8078","USP5","ubiquitin specific peptidase 5","protein-coding"
"7167","TPI1","triosephosphate isomerase 1","protein-coding"
"84727","SPSB2","splA/ryanodine receptor domain and SOCS box containing 2","protein-coding"
"105369632","LOC105369632","uncharacterized LOC105369632","ncRNA"
"283345","RPL13P5","ribosomal protein L13 pseudogene 5","pseudo"
"171220","DSTNP2","DSTN pseudogene 2","pseudo"
"10233","LRRC23","leucine rich repeat containing 23","protein-coding"
"2026","ENO2","enolase 2","protein-coding"
"1822","ATN1","atrophin 1","protein-coding"
"113246","C12orf57","chromosome 12 open reading frame 57","protein-coding"
"100147744","RNU7-1","RNA, U7 small nuclear 1","snRNA"
"5777","PTPN6","protein tyrosine phosphatase non-receptor type 6","protein-coding"
"105369634","LOC105369634","uncharacterized LOC105369634","ncRNA"
"105369635","MIR200CHG","MIR200C and MIR141 host gene","ncRNA"
"406985","MIR200C","microRNA 200c","ncRNA"
"406933","MIR141","microRNA 141","ncRNA"
"11331","PHB2","prohibitin 2","protein-coding"
"677777","SCARNA12","small Cajal body-specific RNA 12","ncRNA"
"10436","EMG1","EMG1 N1-specific pseudouridine methyltransferase","protein-coding"
"10162","LPCAT3","lysophosphatidylcholine acyltransferase 3","protein-coding"
"716","C1S","complement C1s","protein-coding"
"715","C1R","complement C1r","protein-coding"
"51279","C1RL","complement C1r subcomponent like","protein-coding"
"283314","C1RL-AS1","C1RL antisense RNA 1","ncRNA"
"83758","RBP5","retinol binding protein 5","protein-coding"
"9746","CLSTN3","calsyntenin 3","protein-coding"
"5830","PEX5","peroxisomal biogenesis factor 5","protein-coding"
"341392","ACSM4","acyl-CoA synthetase medium chain family member 4","protein-coding"
"283316","CD163L1","CD163 molecule like 1","protein-coding"
"101927882","LOC101927882","uncharacterized LOC101927882","ncRNA"
"9332","CD163","CD163 molecule","protein-coding"
"339","APOBEC1","apolipoprotein B mRNA editing enzyme catalytic subunit 1","protein-coding"
"9573","GDF3","growth differentiation factor 3","protein-coding"
"359787","DPPA3","developmental pluripotency associated 3","protein-coding"
"170482","CLEC4C","C-type lectin domain family 4 member C","protein-coding"
"360030","NANOGNB","NANOG neighbor homeobox","protein-coding"
"79923","NANOG","Nanog homeobox","protein-coding"
"144195","SLC2A14","solute carrier family 2 member 14","protein-coding"
"6515","SLC2A3","solute carrier family 2 member 3","protein-coding"
"55810","FOXJ2","forkhead box J2","protein-coding"
"719","C3AR1","complement C3a receptor 1","protein-coding"
"25977","NECAP1","NECAP endocytosis associated 1","protein-coding"
"50856","CLEC4A","C-type lectin domain family 4 member A","protein-coding"
"642559","POU5F1P3","POU class 5 homeobox 1 pseudogene 3","pseudo"
"440077","ZNF705A","zinc finger protein 705A","protein-coding"
"440078","FAM66C","family with sequence similarity 66 member C","ncRNA"
"55138","FAM90A1","family with sequence similarity 90 member A1","protein-coding"
"653113","FAM86FP","family with sequence similarity 86, member A pseudogene","pseudo"
"101927905","LINC02449","long intergenic non-protein coding RNA 2449","ncRNA"
"112268090","LOC112268090","uncharacterized LOC112268090","ncRNA"
"107987171","LOC107987171","uncharacterized LOC107987171","ncRNA"
"389634","LINC00937","long intergenic non-protein coding RNA 937","ncRNA"
"101927966","LOC101927966","40S ribosomal protein S24-like","pseudo"
"93978","CLEC6A","C-type lectin domain containing 6A","protein-coding"
"338339","CLEC4D","C-type lectin domain family 4 member D","protein-coding"
"26253","CLEC4E","C-type lectin domain family 4 member E","protein-coding"
"105369645","LOC105369645","uncharacterized LOC105369645","ncRNA"
"57379","AICDA","activation induced cytidine deaminase","protein-coding"
"8076","MFAP5","microfibril associated protein 5","protein-coding"
"57494","RIMKLB","ribosomal modification protein rimK like family member B","protein-coding"
"144568","A2ML1","alpha-2-macroglobulin like 1","protein-coding"
"1911","PHC1","polyhomeotic homolog 1","protein-coding"
"4074","M6PR","mannose-6-phosphate receptor, cation dependent","protein-coding"
"10219","KLRG1","killer cell lectin like receptor G1","protein-coding"
"253128","LINC00612","long intergenic non-protein coding RNA 612","ncRNA"
"144571","A2M-AS1","A2M antisense RNA 1","ncRNA"
"2","A2M","alpha-2-macroglobulin","protein-coding"
"5858","PZP","PZP alpha-2-macroglobulin like","protein-coding"
"3","A2MP1","alpha-2-macroglobulin pseudogene 1","pseudo"
"100422872","MIR1244-3","microRNA 1244-3","ncRNA"
"100499405","LINC00987","long intergenic non-protein coding RNA 987","ncRNA"
"642846","LOC642846","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11-like","ncRNA"
"107984489","LOC107984489","",""
"105369649","LOC105369649","uncharacterized LOC105369649","ncRNA"
"101930452","LINC02367","long intergenic non-protein coding RNA 2367","ncRNA"
"101928030","LOC101928030","uncharacterized LOC101928030","ncRNA"
"728715","LOC728715","ovostatin homolog 2","ncRNA"
"105369647","LOC105369647","uncharacterized LOC105369647","ncRNA"
"107987172","LOC107987172","",""
"440081","DDX12P","DEAD/H-box helicase 12, pseudogene","pseudo"
"105376678","LOC105376678","replaced by ID 408186",""
"408186","LOC408186","alpha-2-macroglobulin like 1 pseudogene","pseudo"
"3820","KLRB1","killer cell lectin like receptor B1","protein-coding"
"107987174","LOC107987174","",""
"374443","LOC374443","C-type lectin domain family 2 member D pseudogene","pseudo"
"105369728","LOC105369728","uncharacterized LOC105369728","ncRNA"
"29121","CLEC2D","C-type lectin domain family 2 member D","protein-coding"
"105369652","LINC02390","long intergenic non-protein coding RNA 2390","ncRNA"
"160365","CLECL1P","C-type lectin like 1, pseudogene","pseudo"
"969","CD69","CD69 molecule","protein-coding"
"51348","KLRF1","killer cell lectin like receptor F1","protein-coding"
"9976","CLEC2B","C-type lectin domain family 2 member B","protein-coding"
"100431172","KLRF2","killer cell lectin like receptor F2","protein-coding"
"387836","CLEC2A","C-type lectin domain family 2 member A","protein-coding"
"100506159","LINC02470","long intergenic non-protein coding RNA 2470","ncRNA"
"400002","CLEC12A-AS1","CLEC12A antisense RNA 1","ncRNA"
"160364","CLEC12A","C-type lectin domain family 12 member A","protein-coding"
"51266","CLEC1B","C-type lectin domain family 1 member B","protein-coding"
"387837","CLEC12B","C-type lectin domain family 12 member B","protein-coding"
"102724020","LOC102724020","uncharacterized LOC102724020","ncRNA"
"112268091","LOC112268091","replaced by ID 102724020",""
"283420","CLEC9A","C-type lectin domain containing 9A","protein-coding"
"51267","CLEC1A","C-type lectin domain family 1 member A","protein-coding"
"105369655","LOC105369655","uncharacterized LOC105369655","ncRNA"
"64581","CLEC7A","C-type lectin domain containing 7A","protein-coding"
"4973","OLR1","oxidized low density lipoprotein receptor 1","protein-coding"
"120939","TMEM52B","transmembrane protein 52B","protein-coding"
"107984509","LOC107984509","",""
"23710","GABARAPL1","GABA type A receptor associated protein like 1","protein-coding"
"3824","KLRD1","killer cell lectin like receptor D1","protein-coding"
"105369656","LOC105369656","uncharacterized LOC105369656","ncRNA"
"113523642","LINC02617","long intergenic non-protein coding RNA 2617","ncRNA"
"101928100","KLRK1-AS1","KLRK1 antisense RNA 1","ncRNA"
"100528032","KLRC4-KLRK1","KLRC4-KLRK1 readthrough","protein-coding"
"22914","KLRK1","killer cell lectin like receptor K1","protein-coding"
"8302","KLRC4","killer cell lectin like receptor C4","protein-coding"
"3823","KLRC3","killer cell lectin like receptor C3","protein-coding"
"3822","KLRC2","killer cell lectin like receptor C2","protein-coding"
"3821","KLRC1","killer cell lectin like receptor C1","protein-coding"
"105369657","LOC105369657","uncharacterized LOC105369657","ncRNA"
"255308","EIF2S3B","eukaryotic translation initiation factor 2 subunit gamma B","protein-coding"
"105369658","LOC105369658","uncharacterized LOC105369658","ncRNA"
"101060038","LINC02446","long intergenic non-protein coding RNA 2446","ncRNA"
"105376675","LOC105376675","uncharacterized LOC105376675","ncRNA"
"10748","KLRA1P","killer cell lectin like receptor A1, pseudogene","pseudo"
"55110","MAGOHB","mago homolog B, exon junction complex subunit","protein-coding"
"55359","STYK1","serine/threonine/tyrosine kinase 1","protein-coding"
"8531","YBX3","Y-box binding protein 3","protein-coding"
"112268104","LOC112268104","uncharacterized LOC112268104","ncRNA"
"101928162","LINC02366","long intergenic non-protein coding RNA 2366","ncRNA"
"50837","TAS2R7","taste 2 receptor member 7","protein-coding"
"50836","TAS2R8","taste 2 receptor member 8","protein-coding"
"50835","TAS2R9","taste 2 receptor member 9","protein-coding"
"107984459","LOC107984459","",""
"50839","TAS2R10","taste 2 receptor member 10","protein-coding"
"100533464","PRH1-PRR4","PRH1-PRR4 readthrough","ncRNA"
"11272","PRR4","proline rich 4","protein-coding"
"5554","PRH1","proline rich protein HaeIII subfamily 1","protein-coding"
"50838","TAS2R13","taste 2 receptor member 13","protein-coding"
"5555","PRH2","proline rich protein HaeIII subfamily 2","protein-coding"
"106707243","PRH1-TAS2R14","PRH1-TAS2R14 readthrough","protein-coding"
"50840","TAS2R14","taste 2 receptor member 14","protein-coding"
"259296","TAS2R50","taste 2 receptor member 50","protein-coding"
"259295","TAS2R20","taste 2 receptor member 20","protein-coding"
"259294","TAS2R19","taste 2 receptor member 19","protein-coding"
"259290","TAS2R31","taste 2 receptor member 31","protein-coding"
"259292","TAS2R46","taste 2 receptor member 46","protein-coding"
"259289","TAS2R43","taste 2 receptor member 43","protein-coding"
"259293","TAS2R30","taste 2 receptor member 30","protein-coding"
"100129361","SMIM10L1","small integral membrane protein 10 like 1","protein-coding"
"353164","TAS2R42","taste 2 receptor member 42","protein-coding"
"5544","PRB3","proline rich protein BstNI subfamily 3","protein-coding"
"107987183","LOC107987183","",""
"5545","PRB4","proline rich protein BstNI subfamily 4","protein-coding"
"5542","PRB1","proline rich protein BstNI subfamily 1","protein-coding"
"653247","PRB2","proline rich protein BstNI subfamily 2","protein-coding"
"440084","LOC440084","uncharacterized LOC440084","ncRNA"
"338817","LINC01252","long intergenic non-protein coding RNA 1252","ncRNA"
"2120","ETV6","ETS variant transcription factor 6","protein-coding"
"79370","BCL2L14","BCL2 like 14","protein-coding"
"103504734","MIR1244-4","microRNA 1244-4","ncRNA"
"4040","LRP6","LDL receptor related protein 6","protein-coding"
"54682","MANSC1","MANSC domain containing 1","protein-coding"
"503693","LOH12CR2","loss of heterozygosity on chromosome 12, region 2","ncRNA"
"118426","BORCS5","BLOC-1 related complex subunit 5","protein-coding"
"107984485","LOC107984485","",""
"80824","DUSP16","dual specificity phosphatase 16","protein-coding"
"107984486","LOC107984486","uncharacterized LOC107984486","ncRNA"
"1389","CREBL2","cAMP responsive element binding protein like 2","protein-coding"
"2842","GPR19","G protein-coupled receptor 19","protein-coding"
"1027","CDKN1B","cyclin dependent kinase inhibitor 1B","protein-coding"
"105369663","LOC105369663","uncharacterized LOC105369663","ncRNA"
"81575","APOLD1","apolipoprotein L domain containing 1","protein-coding"
"107984129","LOC107984129","",""
"693198","MIR613","microRNA 613","ncRNA"
"51202","DDX47","DEAD-box helicase 47","protein-coding"
"107984492","LOC107984492","",""
"112267864","LOC112267864","",""
"387841","RPL13AP20","ribosomal protein L13a pseudogene 20","pseudo"
"9052","GPRC5A","G protein-coupled receptor class C group 5 member A","protein-coding"
"693199","MIR614","microRNA 614","ncRNA"
"100506314","GPRC5D-AS1","GPRC5D and HEBP1 antisense RNA 1","ncRNA"
"55507","GPRC5D","G protein-coupled receptor class C group 5 member D","protein-coding"
"50865","HEBP1","heme binding protein 1","protein-coding"
"93164","HTR7P1","5-hydroxytryptamine receptor 7 pseudogene 1","pseudo"
"57613","FAM234B","family with sequence similarity 234 member B","protein-coding"
"83445","GSG1","germ cell associated 1","protein-coding"
"105369666","LOC105369666","uncharacterized LOC105369666","ncRNA"
"2012","EMP1","epithelial membrane protein 1","protein-coding"
"283422","LINC01559","long intergenic non-protein coding RNA 1559","ncRNA"
"2904","GRIN2B","glutamate ionotropic receptor NMDA type subunit 2B","protein-coding"
"105369668","LOC105369668","uncharacterized LOC105369668","ncRNA"
